chr	windowStart	windowEnd	D	f_d	f_dM	d_f
CM014757.1	24870048	24880351	0.088222	0.069908	0.038931	0.028725
CM014757.1	24874764	24887394	0.002788	0.002143	0.001059	0.002285
CM014757.1	24880494	24893401	-0.006396	-0.009722	-0.003481	-0.000980
CM014757.1	24887427	24897713	0.010984	0.018092	0.007917	-0.002081
CM014757.1	24893411	24902038	-0.013848	-0.020371	-0.009242	-0.004161
CM014757.1	24897760	24905513	-0.050340	-0.081110	-0.031004	-0.008459
CM014757.1	24902080	24912691	-0.070405	-0.091819	-0.040629	-0.024416
CM014757.1	24905523	24921730	0.023238	0.015701	0.009500	0.002910
CM014757.1	24912835	24926996	0.101047	0.090365	0.043105	0.015130
CM014757.1	24921811	24935202	0.129902	0.125399	0.060247	0.024996
CM014757.1	24927021	24941765	0.039547	0.032601	0.015665	0.006265
CM014757.1	24935234	24946830	-0.072838	-0.131138	-0.041809	-0.017822
CM014757.1	24941777	24953308	0.072770	0.085340	0.035555	0.017807
CM014757.1	24946868	24961699	0.030968	0.039957	0.011216	0.010128
CM014757.1	24953348	24969857	-0.013914	-0.012861	-0.005004	-0.001387
CM014757.1	24961758	24983433	-0.032289	-0.022336	-0.010158	-0.007964
CM014757.1	24969951	24989980	-0.089689	-0.127618	-0.035098	-0.020555
CM014757.1	24983470	24996735	0.009521	0.017177	0.006541	0.003321
CM014757.1	24990115	25001303	0.095092	0.102650	0.052128	0.033582
CM014757.1	24996753	25008183	0.057778	0.041253	0.023206	0.022859
CM014757.1	25001313	25013864	-0.097893	-0.068038	-0.044805	-0.036385
CM014757.1	25009017	25022583	0.021856	0.015296	0.008425	0.000373
CM014757.1	25013905	25026934	0.198616	0.141642	0.076491	0.056426
CM014757.1	25022723	25034306	0.193450	0.119760	0.089978	0.043065
CM014757.1	25026972	25042932	0.200220	0.114765	0.065209	0.039256
CM014757.1	25034613	25050735	-0.053990	-0.112961	-0.017647	-0.007003
CM014757.1	25043159	25054659	-0.038058	-0.070818	-0.015815	-0.012971
CM014757.1	25050782	25058776	0.098029	0.082072	0.053567	0.016312
CM014757.1	25054691	25065821	0.061433	0.063732	0.032440	0.010037
CM014757.1	25058872	25071360	0.129766	0.108817	0.053433	0.024940
CM014757.1	25065851	25077045	0.061282	0.044498	0.021019	0.014190
CM014757.1	25071373	25080414	-0.009258	-0.011303	-0.003915	0.001830
CM014757.1	25077064	25085988	0.096978	0.191973	0.050982	0.027935
CM014757.1	25080465	25091855	0.199303	0.234993	0.103325	0.051496
CM014757.1	25086006	25100382	0.075654	0.075378	0.035815	0.022467
CM014757.1	25091896	25107851	-0.083254	-0.077560	-0.030875	-0.012931
CM014757.1	25100433	25112486	-0.058811	-0.052412	-0.025668	-0.015919
CM014757.1	25108018	25117543	0.058069	0.053036	0.032728	0.017032
CM014757.1	25112512	25123075	0.056234	0.056226	0.033028	0.023223
CM014757.1	25117556	25126693	-0.074561	-0.082075	-0.041514	-0.015913
CM014757.1	25123094	25130692	-0.097896	-0.104291	-0.051489	-0.027374
CM014757.1	25126869	25135526	-0.028462	-0.035198	-0.015863	-0.002809
CM014757.1	25130744	25139401	0.024460	0.040895	0.016006	0.003144
CM014757.1	25135543	25144835	-0.083320	-0.207792	-0.055752	-0.023227
CM014757.1	25139417	25150922	-0.033283	-0.048711	-0.018787	-0.001602
CM014757.1	25144869	25163688	0.007074	0.006375	0.003032	0.002154
CM014757.1	25151608	25169586	-0.100445	-0.071398	-0.036816	-0.021294
CM014757.1	25164034	25176882	0.006813	0.004061	0.002416	0.000181
CM014757.1	25169685	25183489	0.278608	0.147354	0.095432	0.055582
CM014757.1	25176953	25193279	0.220372	0.187664	0.090094	0.038098
CM014757.1	25183882	25201348	-0.035523	-0.092759	-0.011445	-0.004365
CM014757.1	25193303	25206926	-0.001596	-0.002650	-0.000575	0.002594
CM014757.1	25201466	25213858	0.086244	0.086119	0.041473	0.022434
CM014757.1	25206940	25221774	0.132848	0.107130	0.056974	0.027779
CM014757.1	25213966	25228734	0.014561	0.012134	0.006254	-0.000431
CM014757.1	25221822	25235935	0.000563	0.000437	0.000217	-0.001432
CM014757.1	25228757	25241176	0.021728	0.009868	0.006469	0.000920
CM014757.1	25236367	25245840	-0.349960	-0.349224	-0.114464	-0.068426
CM014757.1	25241238	25251886	-0.291456	-1.807607	-0.147073	-0.073940
CM014757.1	25245860	25263724	-0.122615	-0.102459	-0.040322	-0.020220
CM014757.1	25252243	25273742	-0.040485	-0.019129	-0.007703	-0.008417
CM014757.1	25263868	25279553	0.042673	0.035119	0.012717	0.004996
CM014757.1	25273893	25286777	-0.101014	-0.078041	-0.036283	-0.014984
CM014757.1	25279568	25292006	-0.093986	-0.060948	-0.033425	-0.020267
CM014757.1	25286828	25303679	0.039196	0.035650	0.013202	0.002020
CM014757.1	25292040	25308379	-0.040945	-0.044197	-0.011262	-0.007405
CM014757.1	25303838	25314555	0.004733	0.005355	0.001465	0.000295
CM014757.1	25308702	25321114	0.107543	0.111930	0.031925	0.032934
CM014757.1	25314569	25331613	-0.069768	-0.113560	-0.020233	-0.010278
CM014757.1	25321163	25335895	-0.131438	-1.105750	-0.044988	-0.045483
CM014757.1	25331689	25338913	-0.006336	-0.029951	-0.002485	-0.003629
CM014757.1	25335944	25343171	-0.078324	-0.304487	-0.027777	-0.023292
CM014757.1	25338945	25348770	-0.001502	-0.007847	-0.000515	0.007180
CM014757.1	25343187	25352667	0.063200	0.166315	0.031730	0.030853
CM014757.1	25348849	25359623	0.119706	0.240901	0.073368	0.041343
CM014757.1	25352734	25364276	0.297420	0.477673	0.144507	0.114131
CM014757.1	25359644	25372734	0.211812	0.291656	0.093417	0.086998
CM014757.1	25364773	25380261	0.068048	0.081589	0.026478	0.023375
CM014757.1	25372750	25385487	0.174058	0.140996	0.071438	0.066582
CM014757.1	25380479	25390567	0.068138	0.054248	0.023992	0.044336
CM014757.1	25385587	25397595	-0.020049	-0.024707	-0.006045	0.007637
CM014757.1	25390612	25428708	0.066811	0.142777	0.018349	0.010295
CM014757.1	25397613	25435084	0.132906	0.129954	0.047282	0.030710
CM014757.1	25428788	25442858	-0.075057	-0.058919	-0.036455	-0.024225
CM014757.1	25435198	25451631	-0.079040	-0.089269	-0.040657	-0.023985
CM014757.1	25445459	25457242	0.043301	0.063185	0.021456	0.014203
CM014757.1	25451776	25463445	0.047102	0.036564	0.020936	0.006068
CM014757.1	25457384	25467954	-0.020844	-0.021504	-0.012557	-0.007892
CM014757.1	25463459	25475422	-0.025428	-0.022836	-0.012765	-0.008444
CM014757.1	25467973	25479080	0.126862	0.077015	0.045283	0.032192
CM014757.1	25475498	25486883	0.104675	0.117336	0.058645	0.029004
CM014757.1	25479246	25493444	0.022091	0.037271	0.013334	0.005207
CM014757.1	25486955	25498874	-0.102055	-0.141525	-0.045479	-0.017131
CM014757.1	25493460	25504996	-0.065977	-0.069273	-0.031370	-0.012712
CM014757.1	25498893	25514481	-0.008162	-0.005254	-0.002652	-0.001321
CM014757.1	25505021	25518909	0.065837	0.060820	0.028696	0.029639
CM014757.1	25514587	25524421	0.198280	0.193964	0.117643	0.074602
CM014757.1	25519113	25528589	0.149813	0.115634	0.065908	0.045259
CM014757.1	25524440	25533054	0.197398	0.197993	0.087574	0.073404
CM014757.1	25528639	25537141	0.158390	0.206313	0.064206	0.042337
CM014757.1	25533071	25540653	-0.047314	-0.111981	-0.025640	-0.006900
CM014757.1	25537166	25554656	0.100422	0.191796	0.055355	0.029626
CM014757.1	25540757	25560293	0.052448	0.087532	0.024179	0.022575
CM014757.1	25554704	25566930	-0.000992	-0.001391	-0.000454	0.002912
CM014757.1	25560307	25572638	0.071130	0.110654	0.036204	0.023709
CM014757.1	25566958	25578597	0.075710	0.098396	0.034134	0.037789
CM014757.1	25572648	25588505	0.114342	0.195040	0.043270	0.037098
CM014757.1	25578804	25593963	-0.020385	-0.045579	-0.006405	0.004427
CM014757.1	25588533	25600753	-0.026869	-0.030187	-0.007850	0.000178
CM014757.1	25593973	25606003	-0.071384	-0.092951	-0.035094	-0.026733
CM014757.1	25600934	25614394	-0.019093	-0.015783	-0.010659	-0.018410
CM014757.1	25606503	25620411	0.132868	0.123438	0.039161	0.017762
CM014757.1	25614497	25627202	-0.127222	2.388231	-0.036935	-0.012333
CM014757.1	25620469	25633730	-0.168397	-0.336262	-0.058717	-0.034563
CM014757.1	25627212	25643298	-0.061007	-0.082947	-0.018852	-0.022046
CM014757.1	25633760	25649367	-0.007409	-0.010328	-0.002337	-0.002529
CM014757.1	25643385	25657460	0.040989	0.049728	0.017408	0.011053
CM014757.1	25649384	25664665	0.084670	0.093471	0.035618	0.022919
CM014757.1	25657566	25671824	-0.056752	-0.077109	-0.020259	-0.011156
CM014757.1	25664745	25677151	-0.007597	-0.009632	-0.002547	-0.002089
CM014757.1	25671956	25681646	-0.084669	-0.374267	-0.038306	-0.012456
CM014757.1	25677197	25687150	0.078131	0.158531	0.048061	0.019553
CM014757.1	25681666	25690944	0.238716	0.323687	0.109765	0.063806
CM014757.1	25687206	25695021	0.237298	0.377172	0.108318	0.053327
CM014757.1	25690986	25699966	0.234972	0.290508	0.154450	0.078628
CM014757.1	25695113	25707326	0.012229	0.018797	0.006963	0.006931
CM014757.1	25700034	25718288	0.040910	0.039843	0.016437	0.023470
CM014757.1	25707451	25726827	0.244158	0.153610	0.080366	0.093964
CM014757.1	25718335	25730079	0.161708	0.109811	0.059995	0.047495
CM014757.1	25726994	25737096	0.125524	0.124544	0.044308	0.036310
CM014757.1	25730133	25747549	0.073052	0.081544	0.021802	0.019896
CM014757.1	25737111	25761180	-0.019143	-0.014313	-0.005213	-0.002037
CM014757.1	25747872	25774483	-0.080299	-0.061402	-0.024853	-0.015826
CM014757.1	25761193	25780032	-0.036696	-0.042736	-0.014190	-0.006454
CM014757.1	25774697	25783471	0.075237	0.108401	0.039976	0.030135
CM014757.1	25780050	25790052	0.022258	0.034640	0.012028	0.012566
CM014757.1	25783530	25799231	-0.052586	-0.046240	-0.018909	-0.006804
CM014757.1	25790106	25807120	0.050274	0.032816	0.019805	0.014388
CM014757.1	25799345	25814662	0.107963	0.126325	0.035699	0.018820
CM014757.1	25807132	25825048	-0.135657	-0.370414	-0.033851	-0.021605
CM014757.1	25814724	25831450	-0.333833	-0.470748	-0.109307	-0.095408
CM014757.1	25825205	25840758	-0.122542	-0.113472	-0.036731	-0.034882
CM014757.1	25831458	25849597	0.080215	0.059904	0.026114	0.023814
CM014757.1	25840791	25854235	-0.003072	-0.003842	-0.001273	0.004365
CM014757.1	25849672	25866614	-0.052615	-0.081974	-0.018510	-0.008481
CM014757.1	25854241	25876720	-0.143394	-0.339963	-0.052104	-0.027256
CM014757.1	25866930	25886563	-0.166826	-0.582508	-0.060286	-0.031925
CM014757.1	25876987	25894982	-0.197045	-0.340619	-0.073913	-0.041888
CM014757.1	25886809	25904139	-0.283166	-0.307784	-0.091646	-0.061528
CM014757.1	25895008	25911431	-0.237041	-0.208687	-0.078446	-0.071748
CM014757.1	25904314	25919321	-0.017303	-0.016089	-0.007378	0.001033
CM014757.1	25911507	25923521	-0.031786	-0.030205	-0.012798	-0.007649
CM014757.1	25919446	25931103	-0.066023	-0.073073	-0.031632	-0.031737
CM014757.1	25923574	25943132	-0.002712	-0.003912	-0.001383	-0.005016
CM014757.1	25931123	25950138	-0.026565	-0.044036	-0.014454	-0.015149
CM014757.1	25943587	25962706	0.021531	0.022410	0.012552	-0.000144
CM014757.1	25950224	25968350	0.033434	0.034972	0.017030	0.004963
CM014757.1	25962831	25973387	0.066103	0.086170	0.043195	0.018711
CM014757.1	25968676	25978021	0.028250	0.039165	0.024669	0.009059
CM014757.1	25973432	25984857	-0.101473	-0.182316	-0.072348	-0.032342
CM014757.1	25978035	25994930	0.003278	0.004356	0.001560	0.003674
CM014757.1	25984995	26000157	0.039518	0.037550	0.018033	0.020456
CM014757.1	25995074	26007232	-0.154084	-0.194373	-0.073249	-0.034095
CM014757.1	26000179	26010949	-0.107358	-0.219705	-0.050929	-0.026064
CM014757.1	26007416	26014229	-0.016078	-0.027244	-0.007038	-0.006168
CM014757.1	26010961	26055037	-0.091999	-0.134280	-0.038776	-0.028261
CM014757.1	26014239	26067736	-0.075413	-0.107757	-0.032760	-0.031260
CM014757.1	26055064	26079445	-0.082622	-0.131754	-0.035857	-0.030956
CM014757.1	26067796	26085977	-0.309857	-2.158040	-0.121885	-0.062642
CM014757.1	26079569	26090686	-0.092600	-1.324824	-0.047347	-0.019766
CM014757.1	26086077	26098561	0.135108	0.262997	0.094263	0.050210
CM014757.1	26090784	26104068	0.124023	0.141311	0.073246	0.048554
CM014757.1	26098649	26109885	0.091433	0.119163	0.054165	0.034700
CM014757.1	26104206	26119654	0.025746	0.044234	0.009750	0.008303
CM014757.1	26109895	26125544	0.098181	0.072734	0.027496	0.014557
CM014757.1	26119723	26131545	-0.121012	-0.149470	-0.037242	-0.021232
CM014757.1	26125567	26138064	-0.384860	0.472774	-0.098551	-0.051520
CM014757.1	26131558	26148434	-0.189291	0.441436	-0.054418	-0.021115
CM014757.1	26138417	26154443	-0.173232	-0.271348	-0.061410	-0.023978
CM014757.1	26148595	26164572	-0.373426	-0.332527	-0.101661	-0.058762
CM014757.1	26154463	26171932	-0.150771	-0.103353	-0.044104	-0.032711
CM014757.1	26164589	26177881	0.039540	0.044063	0.017954	0.014821
CM014757.1	26172013	26183438	0.046864	0.096606	0.026082	0.014913
CM014757.1	26177910	26189140	0.023997	0.055213	0.009354	0.003626
CM014757.1	26183449	26192341	0.055824	0.189771	0.024739	0.010394
CM014757.1	26189204	26197597	-0.028291	-0.059338	-0.015141	-0.012371
CM014757.1	26192364	26205523	-0.024479	-0.032120	-0.010443	-0.000330
CM014757.1	26197615	26208749	0.080060	0.123476	0.044447	0.028108
CM014757.1	26205643	26211803	0.024508	0.056058	0.017268	0.005647
CM014757.1	26208865	26215965	0.024337	0.045745	0.011254	0.004544
CM014757.1	26211839	26221879	0.109273	0.141290	0.038944	0.033614
CM014757.1	26216278	26228949	0.082105	0.135580	0.029979	0.043801
CM014757.1	26221971	26234777	-0.043483	-0.105053	-0.020388	-0.011294
CM014757.1	26228978	26245009	0.010695	0.027918	0.003976	-0.000198
CM014757.1	26234960	26251080	0.030695	0.111495	0.009406	0.004542
CM014757.1	26245037	26256276	0.117787	0.126878	0.046392	0.031110
CM014757.1	26251160	26261640	0.264375	0.195781	0.116767	0.111118
CM014757.1	26256383	26266650	0.218759	0.217773	0.129908	0.063374
CM014757.1	26261747	26271735	0.018918	0.043121	0.013690	0.001749
CM014757.1	26266710	26277282	-0.084316	-0.187655	-0.047022	-0.012409
CM014757.1	26272166	26282115	-0.063309	-0.082415	-0.036897	-0.020336
CM014757.1	26277692	26288509	-0.180193	-0.299432	-0.095777	-0.057954
CM014757.1	26282178	26294215	-0.194365	-0.274102	-0.075751	-0.053311
CM014757.1	26288551	26298964	0.019273	0.028502	0.010236	0.006664
CM014757.1	26294409	26304613	0.141124	0.158094	0.071466	0.031916
CM014757.1	26299216	26313013	0.025921	0.015349	0.008409	0.006555
CM014757.1	26305138	26318726	-0.290023	-0.326908	-0.147741	-0.086343
CM014757.1	26313047	26327709	-0.266850	-0.344308	-0.136424	-0.074357
CM014757.1	26319120	26335145	0.042724	0.045457	0.019486	0.011877
CM014757.1	26327790	26339783	-0.089116	4.340889	-0.045256	-0.013881
CM014757.1	26335159	26348882	-0.204597	-1.536897	-0.076524	-0.047202
CM014757.1	26339832	26355485	-0.062845	-0.093012	-0.026000	-0.011360
CM014757.1	26348918	26362476	0.035893	0.045968	0.016939	0.024714
CM014757.1	26355542	26369753	-0.067010	-0.144697	-0.035658	-0.010767
CM014757.1	26362490	26378132	-0.085686	-0.128787	-0.035118	-0.024459
CM014757.1	26369921	26388538	-0.042240	-0.038387	-0.013607	-0.020457
CM014757.1	26378334	26395123	-0.147029	-0.202048	-0.052076	-0.037918
CM014757.1	26388639	26401024	-0.006351	-0.012139	-0.003090	-0.004195
CM014757.1	26395159	26408910	0.147763	0.164413	0.073886	0.035808
CM014757.1	26401122	26414028	-0.014316	-0.013355	-0.007855	-0.005228
CM014757.1	26409005	26425820	-0.112816	-0.135035	-0.059315	-0.036000
CM014757.1	26414132	26436054	-0.059478	-0.076056	-0.027167	-0.018253
CM014757.1	26425934	26444302	-0.003496	-0.003651	-0.001937	-0.003900
CM014757.1	26436104	26453670	-0.153087	-0.244154	-0.064420	-0.027610
CM014757.1	26444367	26460462	-0.135707	-0.376941	-0.054565	-0.023941
CM014757.1	26453714	26470308	0.040085	0.029755	0.013495	0.011079
CM014757.1	26460589	26476455	-0.020906	-0.011316	-0.006065	-0.003408
CM014757.1	26470356	26484260	-0.182707	-0.209651	-0.051328	-0.033174
CM014757.1	26476721	26491291	-0.081275	-0.140624	-0.025400	-0.012147
CM014757.1	26484551	26498258	-0.207579	-0.897302	-0.100929	-0.058255
CM014757.1	26491304	26503902	-0.121930	-0.208768	-0.056584	-0.029281
CM014757.1	26498425	26508223	0.184964	0.138974	0.067840	0.023785
CM014757.1	26503954	26513102	-0.037886	-0.101127	-0.011037	-0.013714
CM014757.1	26508261	26520533	-0.150321	0.619373	-0.039309	-0.017170
CM014757.1	26513129	26529939	-0.245880	0.962033	-0.060590	-0.027607
CM014757.1	26520546	26537140	-0.201171	0.403163	-0.050030	-0.026313
CM014757.1	26530747	26543402	-0.267004	0.409475	-0.089233	-0.037464
CM014757.1	26537373	26558997	-0.137410	-0.334790	-0.040425	-0.020939
CM014757.1	26543462	26566278	0.022937	0.021738	0.006175	0.006961
CM014757.1	26559014	26574782	0.078059	0.075678	0.026932	0.014855
CM014757.1	26566305	26595088	0.053309	0.071758	0.021595	0.011980
CM014757.1	26574835	26602682	0.021083	0.036690	0.009684	0.002844
CM014757.1	26595147	26610163	0.052168	0.051637	0.019605	0.008730
CM014757.1	26602926	26618984	-0.036498	-0.079492	-0.013115	-0.003121
CM014757.1	26610217	26626059	0.002797	0.004050	0.001050	-0.001656
CM014757.1	26619050	26631459	-0.299380	-0.893969	-0.115509	-0.071146
CM014757.1	26626274	26636136	-0.306160	1.411035	-0.138570	-0.069469
CM014757.1	26631495	26640455	-0.096186	-10.114163	-0.050727	-0.020056
CM014757.1	26636159	26645354	-0.076689	-0.186175	-0.036771	-0.029460
CM014757.1	26640468	26649411	-0.060064	-0.148661	-0.032669	-0.018686
CM014757.1	26645438	26655481	-0.114881	-1.185785	-0.053018	-0.018563
CM014757.1	26649436	26664261	-0.005390	-0.012303	-0.002210	0.003201
CM014757.1	26655824	26668947	0.102061	0.119772	0.062021	0.034494
CM014757.1	26664273	26687290	0.029675	0.035881	0.014956	0.010307
CM014757.1	26669016	26695712	0.034249	0.034189	0.014210	0.003938
CM014757.1	26687310	26759447	0.022119	0.024227	0.008919	0.000762
CM014757.1	26695770	26806280	-0.087975	-0.469043	-0.028362	-0.024977
CM014757.1	26772957	26816041	-0.087218	-0.500888	-0.027455	-0.022616
CM014757.1	26806438	26820891	-0.144451	-0.338246	-0.093490	-0.068109
CM014757.1	26816117	26826638	-0.155669	-0.627759	-0.125844	-0.061887
CM014757.1	26820919	26834995	-0.019594	-0.032842	-0.009627	-0.002325
CM014757.1	26826655	26841689	0.052442	0.037333	0.017057	0.011308
CM014757.1	26835167	26853353	0.050306	0.054859	0.012008	0.008086
CM014757.1	26841861	26862103	0.060167	0.073033	0.017200	0.013091
CM014757.1	26853383	26871810	0.382409	0.211050	0.126720	0.080941
CM014757.1	26862434	26880495	0.567096	0.260005	0.172489	0.164256
CM014757.1	26871919	26886720	0.116466	0.147094	0.032595	0.027816
CM014757.1	26880535	26893845	-0.157043	-0.359317	-0.042823	-0.019294
CM014757.1	26886803	26903031	-0.214794	-1.086085	-0.091216	-0.043225
CM014757.1	26893860	26910603	-0.157302	0.381071	-0.058213	-0.036789
CM014757.1	26903747	26918260	-0.065463	-0.206103	-0.017098	-0.030932
CM014757.1	26910618	26926595	-0.095746	-0.107264	-0.024694	-0.027434
CM014757.1	26918478	26933924	0.030679	0.039493	0.010093	0.008315
CM014757.1	26926675	26941299	-0.041474	-0.084334	-0.025923	-0.004569
CM014757.1	26933963	26951316	-0.100674	-0.150068	-0.043368	-0.014177
CM014757.1	26941321	26962230	-0.045346	-0.044846	-0.014311	-0.005329
CM014757.1	26951535	26969740	0.056283	0.059968	0.020682	0.017384
CM014757.1	26962334	26975656	0.073576	0.121203	0.027258	0.011147
CM014757.1	26969764	26981577	0.018514	0.028150	0.006299	0.002982
CM014757.1	26975705	26987933	-0.177583	-0.625426	-0.071762	-0.032036
CM014757.1	26981644	26993851	-0.116152	-0.283303	-0.041073	-0.023987
CM014757.1	26987947	27003119	0.200827	0.219543	0.056743	0.024811
CM014757.1	26994319	27010598	0.337660	0.454627	0.090480	0.046211
CM014757.1	27003212	27019551	0.105279	0.093836	0.027280	0.016449
CM014757.1	27010675	27026060	-0.013267	-0.010544	-0.004416	-0.001991
CM014757.1	27019615	27033131	0.099103	0.117977	0.048887	0.017218
CM014757.1	27026077	27038560	-0.018566	-0.029792	-0.010757	-0.007251
CM014757.1	27033389	27042391	-0.098178	-0.156538	-0.060648	-0.028068
CM014757.1	27038639	27046950	-0.106702	-0.146284	-0.050674	-0.022821
CM014757.1	27042659	27051112	-0.026774	-0.048793	-0.015422	-0.001861
CM014757.1	27046969	27074723	0.051131	0.068744	0.032641	0.010115
CM014757.1	27051181	27084930	0.041086	0.029803	0.014670	0.010791
CM014757.1	27074810	27092288	0.075334	0.049951	0.027596	0.016183
CM014757.1	27084955	27106253	0.205900	0.124907	0.071260	0.049774
CM014757.1	27092363	27113803	0.244451	0.109847	0.065613	0.073845
CM014757.1	27106430	27118308	0.161468	0.075344	0.050209	0.055568
CM014757.1	27114183	27122907	0.081957	0.044194	0.024581	0.011823
CM014757.1	27118916	27127303	-0.060534	-0.038535	-0.013931	-0.006671
CM014757.1	27122957	27132171	-0.028845	-0.039598	-0.012038	-0.004878
CM014757.1	27127440	27139831	0.014051	0.031163	0.006973	0.007711
CM014757.1	27132280	27146884	0.023987	0.060463	0.011949	0.012353
CM014757.1	27139859	27151020	0.001333	0.002564	0.000670	0.006712
CM014757.1	27146888	27157667	0.003757	0.005900	0.001145	0.002016
CM014757.1	27151048	27163912	0.120396	0.124437	0.038174	0.037140
CM014757.1	27157907	27168620	0.168141	0.145286	0.081785	0.074269
CM014757.1	27163928	27173354	0.064770	0.065866	0.038214	0.032622
CM014757.1	27168640	27187993	0.090520	0.093962	0.044708	0.023667
CM014757.1	27173379	27194487	0.179124	0.183308	0.070229	0.036517
CM014757.1	27188014	27200522	0.021750	0.041179	0.011851	0.004523
CM014757.1	27194568	27208630	-0.023597	-0.034683	-0.011259	-0.007977
CM014757.1	27200955	27216772	-0.054449	-0.059161	-0.021374	-0.014291
CM014757.1	27208903	27225062	-0.180355	-0.248290	-0.076960	-0.036451
CM014757.1	27216811	27237183	-0.056042	-0.042532	-0.011442	-0.010260
CM014757.1	27225243	27285842	0.009924	0.006306	0.001509	0.003602
CM014757.1	27239597	27294513	-0.099017	-0.076278	-0.021743	-0.017305
CM014757.1	27285938	27309616	-0.012621	-0.007952	-0.004060	-0.009987
CM014757.1	27294631	27316608	-0.042822	-0.028619	-0.014777	-0.017002
CM014757.1	27309787	27322796	-0.091309	-0.069307	-0.040079	-0.026216
CM014757.1	27316655	27331041	-0.043747	-0.036590	-0.020026	-0.011725
CM014757.1	27322858	27336593	-0.087710	-0.091924	-0.044472	-0.038829
CM014757.1	27331056	27343649	-0.112065	-0.180015	-0.065408	-0.041359
CM014757.1	27336901	27349161	-0.050478	-0.085016	-0.029619	-0.017158
CM014757.1	27343661	27362148	0.090528	0.056541	0.038078	0.035602
CM014757.1	27349304	27374088	0.128672	0.085649	0.039912	0.028485
CM014757.1	27362212	27381895	0.146219	0.147259	0.049610	0.028087
CM014757.1	27374113	27393183	0.005522	0.003172	0.001521	0.005446
CM014757.1	27381923	27402538	-0.080560	-0.041329	-0.019529	-0.012627
CM014757.1	27393186	27408077	0.016886	0.019882	0.006176	0.003347
CM014757.1	27402583	27418070	0.052732	0.049825	0.021943	0.024698
CM014757.1	27408126	27426130	0.037919	0.027624	0.014163	0.021004
CM014757.1	27418359	27437993	-0.122970	-0.145393	-0.063945	-0.037582
CM014757.1	27426346	27445170	0.007884	0.008361	0.004858	0.009486
CM014757.1	27438045	27451718	0.233186	0.179901	0.082429	0.066808
CM014757.1	27445411	27465312	0.076267	0.079190	0.022494	0.025109
CM014757.1	27451737	27479421	0.055660	0.058808	0.010980	0.016505
CM014757.1	27465368	27486802	-0.156623	-0.953422	-0.025369	-0.022076
CM014757.1	27479505	27494212	-0.031560	-0.071679	-0.010832	-0.012729
CM014757.1	27486835	27499480	0.305123	0.257994	0.183926	0.102527
CM014757.1	27494233	27505066	0.151744	0.233387	0.087692	0.040981
CM014757.1	27500445	27512086	-0.066597	-0.065196	-0.022292	-0.028322
CM014757.1	27505122	27517256	-0.129589	-0.123434	-0.034459	-0.041497
CM014757.1	27512182	27525156	-0.128821	-1.042788	-0.038790	-0.021652
CM014757.1	27517280	27534635	-0.074364	-0.529777	-0.022177	-0.006402
CM014757.1	27525792	27542069	-0.119337	-0.251220	-0.039606	-0.018789
CM014757.1	27534669	27554470	-0.104878	-0.123911	-0.041862	-0.032133
CM014757.1	27542214	27567777	0.066965	0.060228	0.023039	0.009032
CM014757.1	27555022	27574687	-0.039451	-0.045247	-0.014224	-0.021770
CM014757.1	27567799	27583475	-0.132155	-0.213778	-0.068382	-0.048918
CM014757.1	27574702	27587579	-0.038775	-0.073304	-0.024547	-0.011733
CM014757.1	27583497	27592479	-0.009693	-0.017026	-0.006411	-0.003261
CM014757.1	27587590	27599454	0.044091	0.042107	0.021465	0.010402
CM014757.1	27592629	27605697	0.063895	0.040668	0.022841	0.011239
CM014757.1	27599544	27612771	0.125424	0.102298	0.055825	0.039032
CM014757.1	27605753	27618171	0.085869	0.114184	0.050003	0.036614
CM014757.1	27612781	27625724	0.046536	0.050567	0.023026	0.013382
CM014757.1	27618197	27630606	0.085693	0.078779	0.032248	0.014156
CM014757.1	27625801	27637684	-0.017684	-0.019738	-0.005106	-0.003574
CM014757.1	27630615	27645800	-0.149711	-0.256103	-0.043916	-0.025357
CM014757.1	27637723	27651261	-0.071974	-0.188214	-0.037992	-0.018335
CM014757.1	27645813	27662684	0.049373	0.069744	0.026623	0.019500
CM014757.1	27651851	27668405	0.312725	0.365635	0.125011	0.102888
CM014757.1	27663032	27673878	0.236683	0.390396	0.116821	0.069871
CM014757.1	27668547	27679048	-0.064128	-0.132415	-0.031387	-0.013345
CM014757.1	27673955	27685056	-0.040260	-0.049328	-0.014986	-0.009415
CM014757.1	27679086	27691060	0.067917	0.052392	0.031142	0.023627
CM014757.1	27685109	27695453	0.066248	0.058422	0.030855	0.014879
CM014757.1	27691230	27702000	0.184150	0.167353	0.076692	0.069870
CM014757.1	27695468	27708040	0.184529	0.162897	0.079311	0.108809
CM014757.1	27702049	27716538	0.129548	0.107639	0.039458	0.042976
CM014757.1	27708105	27726040	0.054523	0.040679	0.013825	0.011943
CM014757.1	27716558	27729578	-0.026638	-0.024894	-0.009948	-0.005851
CM014757.1	27726134	27737171	-0.268604	-1.088424	-0.105814	-0.054467
CM014757.1	27729634	27741529	-0.317061	-2.207327	-0.140337	-0.077188
CM014757.1	27737202	27748605	-0.163266	-0.273429	-0.086308	-0.043234
CM014757.1	27741580	27758195	-0.102422	-0.150208	-0.049268	-0.027639
CM014757.1	27749024	27767564	-0.073254	-0.094148	-0.041051	-0.027798
CM014757.1	27758238	27774293	-0.012038	-0.013794	-0.006907	-0.004875
