chr	windowStart	windowEnd	D	f_d	f_dM	d_f
CM014754.1	28869500	28888750	-0.125013	-0.162551	-0.046008	-0.028552
CM014754.1	28877943	28896947	-0.055769	-0.036565	-0.016653	-0.018751
CM014754.1	28889814	28907326	-0.038644	-0.023248	-0.009794	-0.003954
CM014754.1	28896977	28915227	-0.206790	-0.163914	-0.050093	-0.028468
CM014754.1	28907732	28922868	-0.160573	-0.181589	-0.052789	-0.040565
CM014754.1	28915319	28932424	-0.052896	-0.040455	-0.021302	-0.020746
CM014754.1	28922946	28941174	-0.131619	-0.102290	-0.045093	-0.030954
CM014754.1	28932567	28946253	-0.246875	-1.047392	-0.078357	-0.035443
CM014754.1	28941215	28954740	0.012765	0.041056	0.004866	0.009183
CM014754.1	28946314	28962349	0.225386	0.224547	0.118957	0.064334
CM014754.1	28954776	28968723	0.102559	0.109076	0.053359	0.028170
CM014754.1	28962442	28977318	0.017716	0.017371	0.007415	0.004289
CM014754.1	28968750	28982443	-0.193874	-0.205752	-0.090652	-0.051741
CM014754.1	28977338	28989528	-0.418082	-0.668281	-0.180337	-0.087071
CM014754.1	28982461	28999745	-0.371144	-0.498677	-0.100778	-0.046496
CM014754.1	28989631	29006862	-0.152614	-0.189948	-0.050387	-0.030223
CM014754.1	29000140	29012120	-0.040616	-0.062245	-0.022305	-0.008361
CM014754.1	29006877	29020937	-0.036447	-0.035828	-0.013067	-0.005208
CM014754.1	29013665	29028276	0.041751	0.023113	0.013373	0.003192
CM014754.1	29021208	29036842	0.151739	0.071400	0.046262	0.038193
CM014754.1	29028312	29041335	0.129219	0.079387	0.039406	0.041570
CM014754.1	29036902	29048636	-0.009601	-0.013718	-0.004306	0.000461
CM014754.1	29041340	29057296	0.098505	0.058377	0.033543	0.018731
CM014754.1	29048731	29062322	-0.035996	-0.038058	-0.016475	-0.006831
CM014754.1	29057377	29068856	-0.183551	2.804531	-0.098093	-0.041303
CM014754.1	29062382	29076107	-0.136517	5.224038	-0.064963	-0.020731
CM014754.1	29068961	29083638	-0.026903	-0.061134	-0.014701	-0.005109
CM014754.1	29076195	29088302	-0.086984	-0.125650	-0.051449	-0.020776
CM014754.1	29083683	29096820	-0.040598	-0.052642	-0.026244	-0.007766
CM014754.1	29088735	29100719	0.077029	0.088754	0.053150	0.019265
CM014754.1	29096844	29106258	-0.013951	-0.015680	-0.007632	-0.002591
CM014754.1	29100777	29111922	-0.040150	-0.052301	-0.020382	-0.012737
CM014754.1	29106269	29116622	0.031024	0.058557	0.028470	0.008885
CM014754.1	29112024	29121863	0.137824	0.168607	0.118286	0.044084
CM014754.1	29116880	29130829	0.050040	0.056546	0.030375	0.012303
CM014754.1	29122088	29138071	-0.054464	-0.057091	-0.025365	-0.009035
CM014754.1	29130843	29143771	-0.069125	-0.140698	-0.028544	-0.008668
CM014754.1	29138300	29150042	-0.118631	-1.031732	-0.065279	-0.027025
CM014754.1	29143817	29156795	-0.133478	-0.233215	-0.084605	-0.042252
CM014754.1	29150098	29162931	-0.147297	-0.296124	-0.104817	-0.043047
CM014754.1	29156831	29167369	-0.126037	-0.370357	-0.098150	-0.030595
CM014754.1	29162980	29177627	-0.080310	-0.132215	-0.049864	-0.015936
CM014754.1	29167520	29187331	-0.125959	-0.367180	-0.045332	-0.016671
CM014754.1	29177663	29195014	-0.069846	-0.358379	-0.019052	-0.005616
CM014754.1	29187337	29203542	0.044754	0.056710	0.013058	0.014028
CM014754.1	29195037	29207851	0.062650	0.078877	0.024730	0.028412
CM014754.1	29203600	29215910	-0.001309	-0.003037	-0.000530	0.000827
CM014754.1	29208076	29223637	-0.289523	0.384406	-0.054815	-0.037900
CM014754.1	29216016	29230507	-0.080106	7.174212	-0.019920	-0.015813
CM014754.1	29223993	29242424	-0.033047	-0.042317	-0.013229	-0.016756
CM014754.1	29230590	29248758	-0.054846	-0.063234	-0.021782	-0.021474
CM014754.1	29242526	29256736	-0.043181	-0.079829	-0.013924	-0.009483
CM014754.1	29248890	29264084	-0.130760	-0.996201	-0.028961	-0.029210
CM014754.1	29256769	29269096	-0.058651	-0.108925	-0.014705	-0.017726
CM014754.1	29264141	29275282	0.145536	0.192659	0.051560	0.055037
CM014754.1	29269249	29282864	0.204161	0.207129	0.058049	0.042620
CM014754.1	29275442	29290910	0.106927	0.060213	0.021729	0.005203
CM014754.1	29283510	29300684	0.038091	0.026411	0.007829	0.001037
CM014754.1	29291036	29305055	-0.018048	-0.027402	-0.004594	-0.004995
CM014754.1	29300999	29313123	-0.007667	-0.018637	-0.002211	-0.003488
CM014754.1	29305071	29324120	0.006796	0.022115	0.001612	-0.002127
CM014754.1	29313163	29329902	-0.128730	-0.345734	-0.038784	-0.029119
CM014754.1	29324215	29337866	-0.067127	-0.145869	-0.023693	-0.014837
CM014754.1	29330099	29344141	0.002636	0.004736	0.000945	-0.009519
CM014754.1	29337988	29349072	-0.081018	-0.174329	-0.034933	-0.033225
CM014754.1	29344157	29354779	0.013937	0.014853	0.005200	0.001884
CM014754.1	29349124	29361143	0.126866	0.115887	0.047254	0.028604
CM014754.1	29355100	29365436	0.013438	0.034791	0.006510	0.004138
CM014754.1	29361414	29370371	-0.150124	-1.207046	-0.112726	-0.039624
CM014754.1	29365507	29378164	-0.329107	0.559440	-0.147323	-0.066280
CM014754.1	29370591	29385266	-0.265778	0.846683	-0.085895	-0.041136
CM014754.1	29378180	29393170	0.121872	0.132146	0.050580	0.027425
CM014754.1	29385520	29436887	0.103302	0.159112	0.044097	0.018399
CM014754.1	29393388	29442594	0.015564	0.033564	0.008436	0.000708
CM014754.1	29436954	29448026	0.072394	0.106874	0.044746	0.018153
CM014754.1	29442606	29454985	-0.074070	-0.089904	-0.038866	-0.020841
CM014754.1	29448227	29463649	-0.195256	-0.171041	-0.067888	-0.048944
CM014754.1	29455044	29468283	-0.092360	-0.088272	-0.030625	-0.019985
CM014754.1	29463675	29479391	-0.095399	-0.232854	-0.044038	-0.019953
CM014754.1	29469006	29486156	-0.065480	-0.092322	-0.030367	-0.016276
CM014754.1	29479662	29494668	0.070260	0.098716	0.032243	0.021211
CM014754.1	29486220	29511165	0.060141	0.061299	0.022778	0.012936
CM014754.1	29495052	29518784	0.063711	0.040005	0.016267	0.002228
CM014754.1	29511190	29523154	0.150124	0.098358	0.041095	0.024967
CM014754.1	29518819	29526882	0.106246	0.091986	0.056512	0.018997
CM014754.1	29523314	29536109	0.107233	0.105330	0.053066	0.019898
CM014754.1	29526967	29541904	0.129388	0.116059	0.048201	0.027139
CM014754.1	29536130	29556953	0.077965	0.326958	0.021567	0.016022
CM014754.1	29541933	29564272	0.135980	0.328562	0.044619	0.023683
CM014754.1	29557088	29569641	0.038570	0.054726	0.016195	0.012430
CM014754.1	29564497	29575967	-0.114824	-0.205521	-0.058486	-0.021417
CM014754.1	29569663	29582006	-0.090186	-0.106551	-0.043025	-0.025068
CM014754.1	29576059	29591600	-0.165965	-0.180991	-0.055527	-0.036077
CM014754.1	29582212	29597933	-0.199799	-0.278117	-0.045018	-0.026006
CM014754.1	29591618	29608339	-0.066563	-0.116947	-0.011445	-0.001958
CM014754.1	29598012	29612768	-0.047607	-0.679641	-0.012877	0.000119
CM014754.1	29608407	29625477	-0.062965	-0.223737	-0.036742	-0.010736
CM014754.1	29613177	29633811	-0.086012	-0.157696	-0.046479	-0.033607
CM014754.1	29625569	29639851	-0.109512	-0.202606	-0.041980	-0.022965
CM014754.1	29633850	29644982	-0.030596	-0.056278	-0.017830	-0.003986
CM014754.1	29639871	29649880	-0.030735	-0.079816	-0.022279	-0.010944
CM014754.1	29645042	29661416	-0.248666	-20.923373	-0.094749	-0.065000
CM014754.1	29650007	29673342	-0.372991	-10.643632	-0.088103	-0.077424
CM014754.1	29661584	29677695	-0.106382	-0.228821	-0.037866	-0.027517
CM014754.1	29673606	29686992	0.013442	0.018098	0.005856	0.017385
CM014754.1	29677715	29700203	-0.047367	-0.037518	-0.007457	-0.000484
CM014754.1	29687111	29711223	-0.035752	-0.040013	-0.005138	0.000939
CM014754.1	29700374	29718668	0.027855	0.055411	0.007943	0.007034
CM014754.1	29711338	29732341	0.138311	0.183064	0.050806	0.028632
CM014754.1	29719817	29753237	0.081889	0.068695	0.023592	0.013918
CM014754.1	29732399	29759391	0.014643	0.017756	0.005149	0.003336
CM014754.1	29753274	29766747	-0.125342	-2.965458	-0.066514	-0.024951
CM014754.1	29759476	29776845	-0.210377	3.480491	-0.090597	-0.046979
CM014754.1	29766768	29805026	-0.229299	1.927811	-0.058955	-0.031112
CM014754.1	29777131	29814113	-0.207786	-0.933754	-0.060493	-0.036135
CM014754.1	29805105	29820699	-0.099161	-0.252623	-0.042163	-0.021878
CM014754.1	29814232	29824803	-0.002369	-0.006190	-0.001135	0.008237
CM014754.1	29820751	29830999	-0.011675	-0.023626	-0.005838	0.010041
CM014754.1	29824837	29835103	-0.086449	-0.340987	-0.051462	-0.020970
CM014754.1	29831048	29841069	0.052544	0.065376	0.027602	0.011128
CM014754.1	29835578	29847208	0.010049	0.009122	0.004603	-0.000651
CM014754.1	29841074	29861195	-0.150882	-0.341423	-0.075838	-0.025704
CM014754.1	29847478	29867157	-0.131293	-0.294959	-0.062654	-0.030188
CM014754.1	29861207	29874343	-0.046953	-0.064829	-0.027025	-0.027710
CM014754.1	29867241	29882787	-0.103998	-0.101843	-0.046065	-0.061496
CM014754.1	29874416	29889127	0.007387	0.007418	0.002656	-0.001808
CM014754.1	29882840	29896600	0.290951	0.231809	0.078870	0.103896
CM014754.1	29889364	29901291	0.166263	0.148073	0.048253	0.037848
CM014754.1	29896693	29906038	-0.051213	-0.096783	-0.031566	-0.008713
CM014754.1	29901303	29910482	-0.096001	-0.767997	-0.045796	-0.012689
CM014754.1	29906282	29915728	-0.195949	-3.434521	-0.103949	-0.032413
CM014754.1	29910510	29919098	-0.175297	-0.407343	-0.119179	-0.042523
CM014754.1	29915801	29925084	-0.131474	-0.242604	-0.081813	-0.027111
CM014754.1	29919347	29930478	-0.134947	-0.187060	-0.064186	-0.022274
CM014754.1	29925118	29935904	-0.122386	-0.374342	-0.045555	-0.016155
CM014754.1	29930773	29943301	-0.017341	-0.062501	-0.007962	0.001943
CM014754.1	29936233	29951278	0.044336	0.040934	0.025434	0.024444
CM014754.1	29943320	29957805	-0.040251	-0.042498	-0.028838	-0.016877
CM014754.1	29951381	29962128	-0.094529	-0.200844	-0.077063	-0.024999
CM014754.1	29957911	29966430	-0.095714	-0.555398	-0.047105	-0.010150
CM014754.1	29962202	29973165	-0.061525	-0.042048	-0.018610	-0.005455
CM014754.1	29966446	29978691	-0.018034	-0.011933	-0.007326	-0.002030
CM014754.1	29973248	29986806	0.012804	0.014144	0.005956	0.001109
CM014754.1	29978771	29995631	-0.000742	-0.000687	-0.000266	-0.006186
CM014754.1	29987160	30002225	0.013187	0.011965	0.005152	-0.002365
CM014754.1	29995641	30008240	-0.055497	-0.082380	-0.023959	-0.014822
CM014754.1	30002432	30014655	-0.025417	-0.069510	-0.011708	-0.004630
CM014754.1	30008449	30020435	0.088805	0.196182	0.071694	0.028517
CM014754.1	30014693	30030874	-0.058677	-0.198476	-0.055692	-0.031464
CM014754.1	30020872	30034804	-0.078103	-0.431604	-0.061530	-0.022521
CM014754.1	30030895	30040203	0.060785	0.183419	0.049111	0.026241
CM014754.1	30034832	30043694	0.051654	0.086445	0.037920	0.018156
CM014754.1	30040241	30050220	0.110728	0.120017	0.065685	0.025377
CM014754.1	30043696	30054510	0.057601	0.082264	0.041998	0.019525
CM014754.1	30050397	30060752	-0.004981	-0.007805	-0.003892	-0.001465
CM014754.1	30054547	30064573	0.039503	0.042951	0.020443	0.013203
CM014754.1	30060787	30069152	0.100830	0.110927	0.049624	0.044653
CM014754.1	30064732	30075631	-0.027122	-0.025506	-0.012990	0.002885
CM014754.1	30069224	30081044	-0.136044	-0.176454	-0.076510	-0.041945
CM014754.1	30075642	30088003	-0.055081	-0.117616	-0.025752	-0.015349
CM014754.1	30081133	30095002	0.061521	0.064190	0.019911	0.011938
CM014754.1	30088073	30104081	-0.038880	-0.073791	-0.020249	-0.005628
CM014754.1	30095014	30112751	-0.134862	0.524400	-0.061844	-0.013175
CM014754.1	30105050	30119793	-0.005380	-0.050730	-0.002351	-0.000646
CM014754.1	30112790	30129511	0.044934	0.614553	0.016788	0.005756
CM014754.1	30119929	30143067	-0.008635	-0.036305	-0.001990	-0.000977
CM014754.1	30129573	30158265	-0.132908	4.925407	-0.024009	-0.008777
CM014754.1	30143166	30169790	-0.185043	0.431751	-0.043738	-0.020257
CM014754.1	30158388	30176663	-0.024939	-2.967314	-0.011427	0.001228
CM014754.1	30169801	30185146	0.086677	0.256879	0.033386	0.022671
CM014754.1	30176810	30194660	0.085462	0.266909	0.019754	0.009298
CM014754.1	30185267	30204128	-0.136848	0.427560	-0.024643	-0.009921
CM014754.1	30194917	30213496	-0.079665	-0.161367	-0.021511	-0.006297
CM014754.1	30204251	30219942	-0.080539	-0.067389	-0.029743	-0.016977
CM014754.1	30213562	30239892	-0.248612	-0.295706	-0.067256	-0.032854
CM014754.1	30219964	30251772	-0.121368	-0.177504	-0.031330	-0.007909
CM014754.1	30239934	30258420	0.017418	0.323308	0.005842	0.003983
CM014754.1	30251800	30267551	-0.080059	-0.455793	-0.027449	-0.021139
CM014754.1	30258539	30275451	-0.117178	-0.078359	-0.028239	-0.045572
CM014754.1	30267731	30283433	-0.081171	-0.046375	-0.013819	-0.014102
CM014754.1	30275551	30293533	-0.039064	-0.039044	-0.008105	-0.006481
CM014754.1	30283471	30298575	-0.038080	-0.041615	-0.011727	-0.005467
CM014754.1	30293757	30308517	-0.036664	-0.061514	-0.016128	-0.002431
CM014754.1	30298972	30315581	-0.034322	-0.040191	-0.011414	-0.002007
CM014754.1	30308652	30322038	-0.006567	-0.004360	-0.001680	-0.003145
CM014754.1	30315665	30326934	-0.000848	-0.000581	-0.000259	-0.002709
CM014754.1	30322079	30331355	-0.127770	-0.373031	-0.049322	-0.024937
CM014754.1	30326989	30338491	-0.111885	-0.436972	-0.039182	-0.025149
CM014754.1	30332091	30343198	0.084182	0.146148	0.040848	0.022880
CM014754.1	30338576	30348060	-0.024709	-0.093231	-0.010435	-0.005926
CM014754.1	30343410	30353663	-0.061554	-0.282979	-0.026293	-0.007749
CM014754.1	30348072	30359323	-0.012374	-0.028286	-0.007398	0.004068
CM014754.1	30354134	30368216	-0.159889	-0.341636	-0.072347	-0.029511
CM014754.1	30359650	30374599	-0.166405	1.331509	-0.050871	-0.020306
CM014754.1	30368512	30380111	-0.011478	-0.029610	-0.003627	-0.000917
CM014754.1	30374940	30384368	0.148751	0.168941	0.083676	0.026480
CM014754.1	30380124	30392015	0.122640	0.245645	0.065268	0.025879
CM014754.1	30385445	30397576	0.077943	0.158372	0.035830	0.012109
CM014754.1	30392070	30403716	0.108042	0.122099	0.048014	0.023328
CM014754.1	30397600	30409504	0.064223	0.086228	0.034787	0.011503
CM014754.1	30403794	30414222	0.014224	0.036032	0.010368	-0.000635
CM014754.1	30409561	30420659	-0.084574	-0.182671	-0.058733	-0.027197
CM014754.1	30414294	30427641	-0.158826	-0.445099	-0.095604	-0.040529
CM014754.1	30420690	30434363	-0.132161	-0.313909	-0.065480	-0.032377
CM014754.1	30427710	30441059	0.001503	0.001457	0.000800	0.002846
CM014754.1	30434475	30447074	0.044593	0.053121	0.027571	0.016931
CM014754.1	30441251	30455593	0.024009	0.023862	0.012088	0.003357
CM014754.1	30447180	30464417	0.045817	0.036298	0.021558	0.006127
CM014754.1	30456043	30471802	0.040279	0.044857	0.020347	0.009449
CM014754.1	30465004	30479269	-0.062187	-0.060785	-0.024284	-0.012320
CM014754.1	30472006	30485003	-0.117115	-0.110358	-0.048844	-0.022888
CM014754.1	30479313	30491395	-0.071636	-0.120231	-0.037816	-0.014474
CM014754.1	30485040	30496165	-0.149222	-0.650550	-0.084936	-0.033452
CM014754.1	30491436	30500724	-0.089716	-0.195439	-0.056187	-0.024187
CM014754.1	30496263	30506723	0.120543	0.105828	0.060821	0.041097
CM014754.1	30500830	30510582	0.123715	0.085252	0.054644	0.031516
CM014754.1	30506758	30514176	-0.055314	-0.060594	-0.025350	-0.008441
CM014754.1	30510689	30520407	-0.052373	-0.087191	-0.016629	-0.005996
CM014754.1	30514254	30528842	-0.059574	-0.132988	-0.017323	-0.004305
CM014754.1	30520444	30538419	-0.002497	-0.006146	-0.000822	0.001179
CM014754.1	30528914	30549699	0.019664	0.043534	0.008751	0.005514
CM014754.1	30538685	30554927	-0.018361	-0.032104	-0.009917	-0.005075
CM014754.1	30549761	30562638	-0.066100	-0.130073	-0.043393	-0.019653
CM014754.1	30554988	30571077	-0.140968	-0.252087	-0.073153	-0.052917
CM014754.1	30562642	30577582	-0.112519	-0.103938	-0.044984	-0.044449
CM014754.1	30571103	30584614	-0.083504	-0.101875	-0.039601	-0.030395
CM014754.1	30577737	30593489	-0.089704	-0.158833	-0.034419	-0.029236
CM014754.1	30584801	30608010	-0.031524	-0.039366	-0.008667	-0.010334
CM014754.1	30593595	30614155	0.019471	0.016395	0.006075	0.000733
CM014754.1	30608032	30619138	0.002987	0.002853	0.001590	-0.002929
CM014754.1	30614370	30626345	0.085006	0.079078	0.034173	0.012823
CM014754.1	30619308	30636202	0.080392	0.073645	0.018676	0.012071
CM014754.1	30626462	30642863	0.023221	0.024383	0.007307	0.005798
CM014754.1	30636317	30663439	-0.090220	-0.201348	-0.038062	-0.020773
CM014754.1	30642889	30671872	-0.163337	-0.454783	-0.052823	-0.026132
CM014754.1	30664097	30676726	0.033760	0.043913	0.011911	0.009547
CM014754.1	30671992	30685229	0.175584	0.292118	0.057498	0.035209
CM014754.1	30676772	30691579	-0.064019	-0.118620	-0.021465	-0.013694
CM014754.1	30685358	30699352	-0.214932	-0.408921	-0.127436	-0.073665
CM014754.1	30691780	30707294	0.070768	0.067943	0.038950	0.033168
CM014754.1	30699384	30720015	0.200753	0.110560	0.078942	0.070023
CM014754.1	30707372	30726204	-0.058054	-0.042460	-0.025305	-0.020063
CM014754.1	30720087	30734715	-0.104606	-0.164552	-0.050539	-0.018759
CM014754.1	30726237	30741278	-0.044372	-0.066169	-0.018989	-0.004702
CM014754.1	30734724	30746318	-0.000556	-0.001617	-0.000248	0.002022
CM014754.1	30741292	30752230	-0.043402	-0.185174	-0.021842	-0.012708
CM014754.1	30746332	30757674	-0.030104	-0.049734	-0.017239	-0.015627
CM014754.1	30752254	30765345	-0.106023	-0.076589	-0.040594	-0.031953
CM014754.1	30757821	30773052	-0.203626	-0.118570	-0.052183	-0.034750
CM014754.1	30765432	30776371	-0.122359	-0.101988	-0.035754	-0.018812
CM014754.1	30773068	30784201	0.098526	0.095897	0.049695	0.036322
CM014754.1	30776425	30789235	0.145376	0.143471	0.082032	0.048923
CM014754.1	30784211	30793951	-0.004743	-0.005918	-0.002390	-0.000276
CM014754.1	30789305	30803636	-0.035980	-0.063884	-0.017652	-0.006647
CM014754.1	30794092	30809171	-0.003929	-0.007180	-0.002046	-0.002027
CM014754.1	30803657	30816999	-0.074816	-0.056373	-0.026267	-0.018254
CM014754.1	30809311	30822252	0.082113	0.044038	0.025550	0.019763
CM014754.1	30817103	30836004	0.145065	0.102245	0.052101	0.053237
CM014754.1	30822303	30842440	0.047036	0.056586	0.020349	0.019753
CM014754.1	30836079	30848068	0.064351	0.082773	0.038114	0.012670
CM014754.1	30842961	30857978	0.090154	0.121613	0.048128	0.021459
CM014754.1	30848238	30863337	0.051721	0.081291	0.023198	0.020527
CM014754.1	30858083	30868996	0.080268	0.110467	0.045168	0.038010
CM014754.1	30863347	30876393	-0.015220	-0.022847	-0.008387	0.001209
CM014754.1	30869087	30887843	-0.179792	-0.287851	-0.079241	-0.067819
CM014754.1	30876427	30896177	-0.035271	-0.051411	-0.012540	-0.017695
CM014754.1	30888052	30902937	0.040338	0.043306	0.012631	0.024109
CM014754.1	30896197	30907101	0.003103	0.003131	0.000943	0.008928
CM014754.1	30902948	30920307	0.011622	0.011325	0.003261	0.001947
CM014754.1	30907880	30931757	-0.009552	-0.003812	-0.002335	-0.001068
CM014754.1	30920377	30943034	-0.077989	-0.024534	-0.016132	-0.010359
CM014754.1	30931768	30952329	-0.113663	-0.056714	-0.031181	-0.026064
CM014754.1	30943113	30958334	-0.224492	-0.513615	-0.099631	-0.049203
CM014754.1	30952548	30966610	-0.136306	-0.311223	-0.057095	-0.025852
CM014754.1	30958462	30974243	0.120118	0.124550	0.053728	0.024295
CM014754.1	30966763	30981004	0.084395	0.091556	0.043580	0.023829
CM014754.1	30974267	30991464	-0.012834	-0.011354	-0.005249	0.003206
CM014754.1	30981057	30999100	0.076086	0.069038	0.030014	0.014983
CM014754.1	30991483	31003635	0.117454	0.215884	0.056316	0.016026
CM014754.1	30999111	31007597	-0.145818	0.492171	-0.062018	-0.015771
CM014754.1	31003725	31013659	-0.244081	5.404125	-0.094302	-0.038765
CM014754.1	31007616	31022695	-0.042550	-0.060853	-0.014125	-0.009769
CM014754.1	31014184	31030099	-0.129448	-0.105222	-0.042393	-0.063173
CM014754.1	31022706	31037348	-0.249937	-0.261504	-0.108992	-0.066844
CM014754.1	31030221	31044607	-0.039395	-0.078861	-0.026286	-0.008867
CM014754.1	31037456	31054171	-0.004295	-0.004837	-0.002013	-0.004623
CM014754.1	31044618	31062919	-0.076548	-0.078545	-0.020589	-0.021009
CM014754.1	31054684	31069344	-0.054659	-0.072544	-0.014178	-0.016007
CM014754.1	31062990	31074384	-0.036539	-0.045607	-0.013349	-0.011822
CM014754.1	31069610	31080484	0.222127	0.163096	0.108232	0.059066
CM014754.1	31074511	31089820	0.180262	0.178503	0.094000	0.055169
CM014754.1	31080498	31097227	0.004405	0.005671	0.002327	0.004333
CM014754.1	31089933	31105669	0.061013	0.038355	0.023623	0.018390
CM014754.1	31097429	31113398	0.035748	0.024698	0.014287	0.011561
CM014754.1	31106026	31121241	0.065857	0.056431	0.027959	0.021143
CM014754.1	31113629	31131211	0.012821	0.008911	0.003625	0.006007
CM014754.1	31121470	31137764	-0.082544	-0.070731	-0.023081	-0.017174
CM014754.1	31131519	31144214	-0.096165	-0.134625	-0.032911	-0.023251
CM014754.1	31138290	31151003	-0.000342	-0.000392	-0.000115	0.003774
CM014754.1	31144293	31156471	-0.035214	-0.034566	-0.013349	-0.014504
CM014754.1	31151170	31164987	-0.071321	-0.079901	-0.037112	-0.023818
CM014754.1	31156519	31172663	0.097874	0.116237	0.046217	0.036998
CM014754.1	31165160	31184646	0.106107	0.124230	0.040706	0.024466
CM014754.1	31173450	31193257	0.069275	0.075306	0.022364	0.018680
CM014754.1	31185009	31204461	0.067035	0.069417	0.016148	0.014260
CM014754.1	31193307	31210743	0.271415	0.181597	0.066821	0.065155
CM014754.1	31204533	31215495	0.301600	0.228581	0.110357	0.136281
CM014754.1	31211574	31221334	0.355934	0.246639	0.156211	0.188724
CM014754.1	31215526	31226483	0.152313	0.138149	0.072525	0.063738
CM014754.1	31221347	31232319	-0.263926	-0.568607	-0.133061	-0.081516
CM014754.1	31226798	31240992	-0.192032	-0.390837	-0.114734	-0.076522
CM014754.1	31232400	31250277	-0.080453	-0.093090	-0.037350	-0.027604
CM014754.1	31241172	31292585	-0.029292	-0.016274	-0.008381	-0.011434
CM014754.1	31251079	31296942	-0.006557	-0.003846	-0.002015	-0.006239
CM014754.1	31292853	31306014	0.074449	0.042064	0.025720	0.015704
CM014754.1	31297029	31313764	0.092483	0.040707	0.031801	0.018702
CM014754.1	31306059	31323308	-0.020866	-0.011108	-0.006991	-0.005302
CM014754.1	31314054	31335085	-0.135107	-0.110780	-0.037321	-0.021875
CM014754.1	31323788	31339753	-0.051168	-0.050832	-0.016728	-0.009997
CM014754.1	31335185	31346882	-0.026513	-0.057216	-0.011644	0.001196
CM014754.1	31340262	31354419	-0.140611	-0.273927	-0.050335	-0.019254
CM014754.1	31347032	31362160	-0.125463	-0.170883	-0.046745	-0.027659
CM014754.1	31354513	31368176	-0.113822	-0.131608	-0.036317	-0.030401
CM014754.1	31362509	31373984	0.128837	0.066988	0.030405	0.024310
CM014754.1	31368259	31388562	0.111370	0.045578	0.019166	0.022987
CM014754.1	31374006	31400913	-0.066564	-0.028927	-0.009909	-0.037294
CM014754.1	31389140	31410268	0.004107	0.002740	0.000949	-0.002563
CM014754.1	31400924	31425612	0.003371	0.002962	0.001190	0.003020
CM014754.1	31410453	31432894	-0.104365	-0.173368	-0.041821	-0.017037
CM014754.1	31425686	31437739	-0.215995	-0.773614	-0.091473	-0.037493
CM014754.1	31433098	31447913	0.130999	0.126927	0.050330	0.044118
CM014754.1	31437799	31453830	0.171395	0.251930	0.069054	0.056143
CM014754.1	31447941	31460220	0.006093	0.019953	0.002801	0.005649
CM014754.1	31453869	31465814	-0.041950	-0.063156	-0.018905	-0.002535
CM014754.1	31460231	31474705	-0.063724	-0.110703	-0.036643	-0.011006
CM014754.1	31465931	31483591	0.031539	0.044068	0.021541	0.006104
CM014754.1	31474761	31488965	0.066613	0.073073	0.036333	0.015865
CM014754.1	31483612	31498751	0.088692	0.079045	0.038518	0.017279
CM014754.1	31489028	31503399	0.047983	0.050591	0.025365	0.010550
CM014754.1	31498815	31512386	0.040190	0.042701	0.022026	0.010235
CM014754.1	31503459	31519727	0.014378	0.010332	0.004565	0.004725
CM014754.1	31512606	31526402	0.024433	0.019564	0.005881	0.010837
CM014754.1	31519921	31532409	0.007508	0.029004	0.001962	0.003843
CM014754.1	31526420	31540429	0.021077	0.024457	0.006026	0.000028
CM014754.1	31533040	31549620	-0.181048	-0.085419	-0.040956	-0.025867
CM014754.1	31540777	31554666	-0.147568	-0.122151	-0.047847	-0.029055
CM014754.1	31549647	31562947	0.030156	0.029184	0.012367	0.010788
CM014754.1	31554721	31569180	0.074327	0.047696	0.029404	0.029805
CM014754.1	31562990	31575374	0.121437	0.089302	0.064841	0.044291
CM014754.1	31569269	31582693	0.086068	0.113325	0.062089	0.028607
CM014754.1	31575419	31591872	-0.003222	-0.002837	-0.001656	-0.000186
CM014754.1	31582979	31598867	-0.043660	-0.024982	-0.016713	-0.017149
CM014754.1	31591889	31607600	0.006094	0.004446	0.002663	-0.002591
CM014754.1	31598946	31614485	0.091059	0.114967	0.060587	0.026633
CM014754.1	31607723	31621032	-0.020159	-0.028655	-0.017571	-0.004478
CM014754.1	31614640	31628209	-0.085885	-0.082679	-0.053862	-0.028543
CM014754.1	31621058	31637283	0.049491	0.032020	0.021905	0.013319
CM014754.1	31628228	31650038	0.019739	0.014453	0.006841	0.003186
CM014754.1	31637296	31658977	0.116971	0.099845	0.040508	0.023347
CM014754.1	31650420	31666180	0.146829	0.135145	0.064156	0.052281
CM014754.1	31659003	31673376	-0.051464	-0.070027	-0.028382	-0.000743
CM014754.1	31666217	31678008	-0.112921	-0.324814	-0.069260	-0.013740
CM014754.1	31673402	31683163	0.072358	0.248209	0.044109	0.010411
CM014754.1	31678236	31688188	0.295152	0.354981	0.197587	0.070961
CM014754.1	31683183	31700802	0.235293	0.155734	0.094271	0.030239
CM014754.1	31688229	31709058	0.009676	0.005297	0.002782	0.002581
CM014754.1	31701386	31715711	0.124781	0.063210	0.036254	0.043464
CM014754.1	31709403	31726888	0.109726	0.081060	0.036425	0.035445
CM014754.1	31715913	31734254	0.187566	0.233301	0.086892	0.054426
CM014754.1	31727050	31742062	0.245529	0.184013	0.091341	0.074824
CM014754.1	31734304	31755562	0.070594	0.066555	0.027388	0.019525
CM014754.1	31742201	31768702	-0.170830	-1.882129	-0.086072	-0.032028
CM014754.1	31755588	31775010	-0.093281	-0.235706	-0.047844	-0.013810
CM014754.1	31768731	31786932	-0.016977	-0.024520	-0.009048	0.000880
